"","cdc28_13_37_2h_rep1_Aligned.sortedByCoord.out.bam","cdc28_13_37_2h_rep2_Aligned.sortedByCoord.out.bam","cdc28_13_37_2h_rep3_Aligned.sortedByCoord.out.bam","cdc28_13_37_8h_rep1_Aligned.sortedByCoord.out.bam","cdc28_13_37_8h_rep2_Aligned.sortedByCoord.out.bam","cdc28_13_37_8h_rep3_Aligned.sortedByCoord.out.bam","WT_37_2h_rep1_Aligned.sortedByCoord.out.bam","WT_37_2h_rep2_Aligned.sortedByCoord.out.bam","WT_37_2h_rep3_Aligned.sortedByCoord.out.bam","WT_37_8h_rep1_Aligned.sortedByCoord.out.bam","WT_37_8h_rep2_Aligned.sortedByCoord.out.bam","WT_37_8h_rep3_Aligned.sortedByCoord.out.bam"
"YEL057C",3,3,2,10,7,5,0,3,1,2,2,1
"YEL069C",4.5,3.83,2.25,103,73.42,80.5,1.5,2.5,1.5,0.5,1.5,1.5
"YEL043W",31,38,27,13.75,8,7,28,39,30,29,38,43
"YER096W",4,2,3,6,8,2,1,1,1,2,1,0
"YER017C",32,33,20,8,4,12,21,31,32,23.1,27,38
"YEL019C",5,3,4.5,5,1,4,2,3,0,2,6,4.78
"YER009W",41.25,48,45,11,3,6,44,36,37,46,44,43
"YER104W",1,0,1.5,4,0,0,3,3,2,2,2,0
"YER067W",1,0.5,1.5,105.33,75.17,86.83,0.5,0.5,0.5,0.5,0,1
"SCR1",4978.5,4784,4792.25,7694.17,5874.25,7400.58,5203.33,6128.25,4852,5458.5,6287.5,5273.5
"YER044C-A",4.33,4,0,4.08,1,0,1,2.5,0.5,2,1.5,1
"YER101C",5,7,5,9,6,10,3,6,2,2,2,2
"YER121W",0,4,1,4,2,3,1,0,0,2,0,0
"YER019C-A",19,13,15,4,6,4,21,12,16,21,24,17
"tE(UUC)E1",3.8,4.76,3.93,1.86,0.56,3.53,3.18,4.97,1.17,1.24,2.87,2.62
"YEL050C",15,19,19,8.25,7,2.5,17,28.5,13.5,20,17.5,18.5
"YER062C",29,27,24,18,7,7,19,30,22,20,25,21
"YER006C-A",1,1,0.5,0,0,0,0,3,2.5,0,1,3
"YER016W",11,12,11,4,5,0,9,16,13,12,12,15
"YEL025C",11,22,16,9,4,6,22,24,13,16,21,24
"YER024W",9,5,3,25,18,25,1,5,5,9,11,10
"YER023W",25.5,28.67,25.27,4,2.5,2.17,26.25,27,22.5,31.5,24,23.66
"YER079W",3,0,2,9,12,6,1,1,1,0,2,2
"YER136W",29,38,46,16,17,16,27.5,35,36,24.5,42,35
"YER151C",35,45,30,21,13,18,37,66,43,58,60,64.25
"YEL029C",5,8,3,4,1,0,7,6,7,10,13,9
"YER065C",6,1,2,21,13,13,4,8,5,5,1,7
"YEL050W-A",2,6,2,3,0,3.5,6,3.5,1.5,3,3.5,1.5
"YER085C",0,0,0,0,0,0,0.5,0,0,0,0,0.5
"YER147C",10.33,5,10,1,4,1,3,10,10,5,9,9
"YER064C",27,32,34,20,23,20,23,26,10,20,25,28
"YER119C",10,12,17,3,3,3,8,8,10,11,15,9
"YEL020C-B",3,4,2.5,1,0.5,0.5,2.5,2.5,4.5,5,6,5
"YER068W",12,13,24,8,8,6,17,18,16,22,22,15
"YER158C",8,12,8,12,8,15,12,11,10,8,6,11
"YER138W-A",1,1,1,1,0,2,1,0,0,1,1,1
"YER130C",2,15,10,9,5,9,8,24,7,6,13,11
"YEL015W",26.5,22,18,2,1,4,18.5,26.5,28,26.5,17,28
"tK(CUU)E1",0,0,0,0,0,0,0,0,0,0,0,0
"YER153C",0,1,1.5,2,1,1,2,2,1,3.5,1,0
"YER137W-A",0,0.5,0.5,0,0,0,0,1,0,0.5,1,0.5
"YER113C",16,17,11,7,4,7,28,20,22,15,24.5,23
"YEL030W",3.5,7,5,7,5,6,8.5,5.5,4,3,6.5,2
"YER083C",11.25,14.42,14.42,6.67,4.5,5.08,17.42,24.61,17.83,16.33,21.83,22.31
"YER167W",49,39,43.75,35.5,22,16.6,40,54,36,22.57,41.1,36
"YEL032C-A",1,1.5,1.5,0.5,1,0,2,1.5,1,2,1.5,0.5
"YEL073C",3,2.33,2.67,4.33,1,6,1,0,2.33,1.67,0,1
"tV(AAC)E1",0,0,0,0,0,0,0,0,0,0,0,0
"YER005W",9,21,16,11,9,5,12,16,12,14,17,16.12
"YER102W",200,204.83,202,23.5,15,11,217.44,254,189,237,279.5,255.75
"YER046W",3,4,2,0,1,0,3,0,2,0,1,1
"YER023C-A",5.5,5,4,0.5,1,1,6,5,5.5,8.5,5,4
"YEL031W",77,109.75,122,14,10,15,141,136,107,118,171.75,149.14
"YER075C",19,17,15,12,12.5,10.1,13,7.25,12,22.5,23,13
"YER073W",39,49,46,12,4,9,45,44,51,61,58,54
"YEL027W",72,87,87,11,10,5,84,81,70,84,122,84
"YEL024W",22,20,15,19,15,10,11,20,20,14,12,8
"YER049W",56.12,52,50,16,20,16.12,46,64,54.12,57,68.5,74.12
"YER175W-A",1,0,0,0,0,0,1,0,0,1,0,0
"YEL037C",25,21,34,7,6,7,36,44,27,16,41,41
"YER134C",5,3,6.5,1.5,2,3,4.5,3,4.5,3.5,2.5,5.5
"YER088C",32.11,34,35,39,26.25,26,38.08,63.61,67,45,58,55.14
"YER175C",3,2,3.5,11,5,5.5,6,7,2,1.5,4,3
"tG(GCC)E",0,0,0,0,0,0,0,1,0,0,0,1
"YER021W",33,49,34,15,14,10,32,44,35,46,48,45
"YER004W",5,12,11,3,1,3,14,11,10,15.1,7,6
"YER087C-A",3.5,2,0.5,1,1,0.5,3.5,2,3,0,2,0.5
"YEL017W",6,4.25,8,2,1,0,9,11.75,10,11,13,7
"YER106W",0,0,2,3,1,0,1,0,1,0,0,2
"YER066C-A",0,0,1.5,34.33,27.67,24.83,0.5,0.5,0,0.5,0,0.5
"YER117W",109,117.5,129.5,19,12,18.5,116.75,138,107,146,149.5,156.75
"YER145C-A",1.5,0.5,1,0,0.5,0,2.5,3,2,4,2.5,3
"YER076W-A",1.5,2,0.5,1,0,0,0,1.5,0,1,0,1
"YER187W",1,1,0,0,2,0,0,0,0,0,0,0
"snR14",26,31,36,64,55.5,60.5,17,27,28,31,40,29
"YER046W-A",1,0,0.5,2,0.5,2,1.5,0.5,1.5,2,1.5,2
"YER168C",14.5,13,10,4,4,5,10,8,10,15,15,11
"YER124C",9,11,15,5,5,8,36,40,41,56.7,56,54
"SRG1",4.5,2,3.5,6.5,6,7.5,4,4,2,4.5,5.5,3.5
"YER095W",10.46,13.72,10.02,10.13,8.25,9.25,13.6,18.21,8.83,22.33,10.03,13.13
"YEL028W",1,1,0,2,0,1,0,2,1,1,4,0
"YER045C",26,24,18,48,52,36,17,26.25,15,18,15,28
"YER088W-B",1.83,2,0.5,0.83,0,0.67,2.67,1.5,2.5,0.83,2.83,1.17
"YER086W",67,51,60,12,9,11,61,75.11,48,61,103,65.14
"YER188C-A",1,0,0,0,0.06,0,0,0,0,0,0,0
"YER148W",20.5,10.5,7.5,9,8,5.5,24,28,17,21,27,23.5
"YEL022W",37,42,43,13.5,6,9,43,55,40,53,50,47
"YEL001C",33,30,30,4,4,4,29.5,33,26,23,30,36
"YER056C",98,107.17,83,22,13.5,14.1,123,116,106,142.5,179.5,192
"YER087C-B",6,9,13,7,3,6,13,21,13,12,16,16
"YEL013W",32,29,36,12.12,14,13,37,42,32,36,49,41
"YER074W",116.83,129,117,9.5,12.5,5.5,140.5,155.5,115,162.92,172.5,182.75
"tE(UUC)E3",2.43,4.05,3.35,3.13,1.79,3.03,4.18,4.27,1.92,1.24,1.7,1.97
"YER133W-A",4,2,2.5,1.5,3,1,2.5,2,2.5,3.5,1.5,1.5
"YER119C-A",5.43,2.88,3.52,0.97,1.25,0.83,4.77,5.6,1.92,2.75,5.62,2.55
"YEL063C",17,13,13,22,16,22,24,17.25,20,27,31,20
"YEL051W",38.5,26,25.5,7,6,10,39,39,31,32,35,40
"YER190C-B",0.06,0.38,0.25,0.06,0.06,0.25,0.38,0.42,0.19,0.44,0.38,0.38
"YEL061C",6,6,10,1,5,2,14,10,13,16,10,22
"YER059W",3,7,8,1,0,3,16,5,6,6,12,8
"YER091C-A",0,0,0,0,0,0,0,0,0,0,0,0
"YER140W",4,2,5.05,1,1,2,3,8,5,4,8,10
"YEL056W",14,10,12,13,5,2.5,19,11,10,8,10,10
"YER084W-A",0,0,0,0,0,0,0.5,0,0,0,0,0.5
"YER036C",140,137,123,34,12,23,108,172.5,122,137,157,183
"YEL009C",148,128,132,68,81,48,152,180,140,154,199,166
"YER079C-A",4.5,2.5,3,0.5,0.5,0.5,1.5,1,4.5,1.5,0.5,1.5
"YEL053W-A",34.64,21.75,29.25,2.75,3,1.25,33.6,43.25,27.17,38.5,34.25,42.92
"tM(CAU)E",0,0,1,0,0,0,0,0,0,0,0,0
"YEL030C-A",0.5,0,0,0,0,0,0.5,0.5,0,0,0.5,0
"YEL014C",2.5,0,1,0,0,0,3.5,1,0,1.5,1,0
"YER156C",15.5,21.58,17.86,1.5,0.5,1.5,17.5,25.5,15,13.75,28.11,18
"YER162C",2,5,10,8,3,6,4.08,5.05,6,7,8,4
"YER090W",33,36,33.5,24.5,11.5,21,36,35.5,27,31,46.5,47
"YER074W-A",6,6,10,1,1,0,4,6,6,6,9,11
"YER041W",2,4,10.25,1,5,4,5.31,10,7,1.25,10.25,9
"YER165C-A",2.5,3.5,3.5,1.5,2,0,4,2,4,5,7,4.5
"YER097W",2,0,0,0,0,0,1,0,0,1,0,3
"YER112W",9,20,12,1,0,0,11,12,7,18,15,12
"YER090C-A",0,2,1.5,1.5,0.5,1,1,1.5,0,1,0.5,3
"YER067C-A",1,0.5,1,95.33,69.17,87.33,0,0,0.5,0,0,0.5
"snR67",54.5,65,75,37,32,24.75,36,41,36.5,65,60,54
"tH(GUG)E1",4.98,5.48,5.43,6.81,2.97,1.86,2.93,2.57,1.71,2.29,3.57,2.71
"YER174C",3,2,10,1,1,0,4,3,5,4,4,4
"YER107W-A",0.5,1,1,0,0,0,2.5,1.5,3,1,5,1
"YER026C",23,29,21,32,20,15,19,21,18,17,18,17
"YER099C",8,9,15,4,10,6,13,15,5,18,11,18
"YEL048C",1,1,2,0,0,0,2,2,1,2,1,4
"YEL070W",1.5,2,0.5,422.64,267,329.14,0,0,0,0,1,2.5
"YER025W",83,82,69.5,14,12,16,85,98,58,77,117,86
"YEL075W-A",1.5,0.47,0.63,0.4,0.25,0.45,0.42,0.41,0.35,0.67,0.73,0.87
"YER126C",25,24,25,6,1,3,26,28,24,38,33,29
"tI(AAU)E1",0,0,0,0,0,0,0,0,0,0,0,0
"YER182W",8,7,9,10,5,7,4,7,4,3,9,6
"YER165W",232,226,239,40,22,28,243,250.5,204,230.06,303,295.5
"YEL058W",44,49,45.75,12,13,7,32,47,34,37,42,29
"YER060W-A",11,10,14,10.5,3.5,8,15.5,11,14.5,17.5,19,11
"YER184C",6,7,9,4,2,2,10,5,5,5,6,6
"YEL012W",8,2,7,4,3,6,2,3,5,2,1,1
"YEL020W-A",6,4,7.5,1,1.5,0.5,5.5,5.5,10.5,11,7,8
"YER077C",15,16,18.67,18,13,16,26,18,18,26,10,15
"YER039C",2,0,0.5,1,0,0,1,1,0,2.5,2,2
"YER042W",5,3,8,9,7,14,12,8,8,5,11,7
"YER019W",10,7,11,0,4,4,12,16,17,21,13.25,11
"YER039C-A",1,1,0,3,1,1,1,0,0,1,1,0
"YER058W",1,6,5,0,0,0,3,4,3,2,1,1
"YER110C",141,149,142.17,27,19.06,23,140,179.62,164.5,154,192,173
"YER135C",0,0,0,0,1,0,0,0,0,0,0,0
"YEL023C",3,5,4,3,2,0,6,7,5.25,4,2,6.25
"YEL077C",9.15,5.07,9,6.22,7.42,2.12,12.22,9.16,8.75,7.88,11.3,8.57
"tI(AAU)E2",0,0,0,0,0,0,0,0,0,0,0,0
"YER001W",49,58,48,16,10,11,50,60.25,47,50,63,54
"YEL020C",11,4,6,9,5,10,7,8,5,6.1,10,4
"YEL044W",9,6,5,1,1,5,5,7,3,7,11,6
"YER180C",8,2,3,1,1,0,8,6,3,3,8,3
"YER087W",9.5,11,7.5,2,2,0.5,10.5,6,3,5,7,7.5
"YER055C",36,49,43,9,3,7.25,38,45,27,50,70.25,61
"tR(ACG)E",1.4,0.4,0.4,0.4,0.4,0.12,0.4,0.4,0,1,1.6,0.6
"YER091C",146.75,128,171,374,241,292,147,182,127,147.5,188,161
"YER138C",115.7,116.62,122.93,101.16,72.93,71.47,83.37,92.76,68.79,97.92,117.08,109.34
"YER137C-A",2.62,1.45,1.83,2.21,0.93,1.3,0.96,1.54,0.63,1.97,1.77,2.04
"YER159C-A",0.72,0.5,1.54,2.59,1.33,1.56,0.44,0.62,0.36,0.81,1.09,1.79
"YER160C",192,193.05,212.31,210.3,145.85,156.53,120.87,138.9,110.22,186.42,226.96,213.11
"YHR094C",37.81,48,40,5.5,5.5,2.5,36,34.5,39.5,41.5,33.5,42
"YHL031C",3.5,2,7,0,2.5,1,4,5,4.5,6,7,4.5
"YHL002W",8,15.5,5.5,7.5,4.5,3.5,10,10.5,8.5,8,4.5,8
"YHR219C-A",0.31,0.23,0.26,0.06,0.15,0.35,0.26,0.43,0.34,0.31,0.4,0.25
"YHR045W",14.75,15,17.5,6.25,1,6,17,18,13,17,6,16
"YHR084W",20,25,21.08,5,4,6,22,17,19,22,23,24
"YHR126C",1,0,0,0,1,0,0,0,0,0,0,0
"tS(AGA)H",2.2,1.9,2.2,1.6,1.4,0.9,1.4,1,1.27,1,1.1,0.8
"YHR125W",0,0,0,0,0,0,0,0,0,0,0,0
"YHR206W",26,16,27,16,14,18,35,37,21,34,39,33
"YHR097C",10,10,16,17,8,14,10,12,18,11,7,4
"YHR005C-A",9,8,9,1,0,0,18,13,9,16,20,22
"YHR193C-A",0,0,1,0,0.5,0.5,0,0,1,1,0.5,0
"YHR007C",215,194,222,66,58,59,215,240,203,162.75,205,189
"YHR214C-D",0,0,0,0,1.25,0,0,0,0,0.5,0,0.5
"YHR212W-A",0.5,1,0.33,0,0,0,0,0.5,0.5,0.67,0.33,0
"YHR184W",2,2,0,4,2,2,1,5,1,1,2,3
"YHR132C",23,31,22,10,14,4,26,27,25,20,16,31
"YHR182C-A",28.5,26.5,18.5,4,4.5,4.5,20.5,18,20,13.5,17,14
"YHR025W",43,43.75,37.5,8,8,9.75,52.75,37,35,49.75,60,55
"YHR055C",8,9.25,9.75,18.33,10.67,17.08,6.33,7.33,7.17,7.83,11.33,8
"YHR073W",39,35.5,39.5,19,8,9.5,39,45,37.5,39,47.5,53.5
"YHL015W-A",0,0,0,0,0,0,0,0,0,0,1,1.75
"YHR064C",121,128.5,108,25.61,16,23.5,92.5,140.5,127,115.17,142,127.6
"YHL041W",0,0,0,1,0,1,0,0.5,0,0,0.5,1
"YHR143W",9,6,20,2,1,0,32.67,46,36,44,79,43
"YHR052W-A",10.25,10.25,11.25,22.08,13.17,18.08,8.08,9.58,8.42,8.83,13.08,9.5
"YHL047C",8,8.5,5.5,9.5,7.5,9.5,12,4.5,3.5,4.5,4.5,4
"YHR175W-A",1,1,0,2,0,0,1,0,4,1,2,1
"YHR003C",11,22,22,6,2,4,13,26,13,18,27,30
"YHL032C",10,6,7,24,13,19,20.33,8,8,7,13.07,10
"YHR154W",7,13,7,16,5,5,20,23,28,22,26,23.06
"YHR031C",21,12.25,10,8,5,1,11.79,10,11,18,10,13
"YHL042W",1,3,0,1,1,0,1,0,0,1,0,0
"YHR022C-A",0,0,0,0,0,0,0,1,0,0,0,0
"YHR180C-B",0,0.33,0,0,0,0,0,0.33,0,0,0,0.17
"YHR106W",13,5,11,10,7,13,3,7,7,7,4,7
"YHR186C",27,22,21.12,19,20,19,33,32,33,25,44,26
"YHL029C",14,18,28,14,8,8,17,25,22,36,23,27
"YHR048W",11,4,3,5,3,2,6,4,8,3.5,8,6
"YHR039C-A",33,41,40,6,4,5,29,41,36,37,35,32
"YHR073W-A",2,0.5,2.5,0.5,1,0.5,1,1.5,1.5,0.5,0,1.5
"YHR035W",4.5,2,5,1,1,6,2,4.17,3,2,2,5
"YHR165C",90.5,90,92.5,35,19.5,25.5,74.42,104,88,81,106.25,108.06
"YHL006C",2,1,0,0.07,0,0,0,1,3,0,1,1
"YHL025W",8.25,5,8.25,4,4,2,5,5,5,13,11.5,8
"YHR172W",2,2,9,1,0,2,5.5,14,11,10,11,13
"YHR002W",2,3,4,5,3.17,5,1.17,4,4,5,2,4
"YHR016C",4,12,6,7,2,6,9,9,6,8,4,10
"RUF5-2",24.25,23.5,27.5,55.08,34.17,41.33,14.58,18.08,13.92,19.33,25.08,22
"YHR079C",31,27,33,17,8,10,26,23,19,33,28,36
"YHR169W",17,17,20,5,2,3,11,15,18,22,21,26
"YHR054C",12,9,13.5,11,7,7,10,7,8.5,7.5,12.5,15.5
"YHR065C",25,19,31,9,5,2,25,36,23,29,30,35
"YHR088W",16.5,16,12,1,0,3,20,19,13,16,19.5,24
"tH(GUG)H",4.98,4.98,4.43,6.81,2.97,1.86,2.43,2.57,1.71,2.29,3.57,2.71
"YHR093W",0,0,0.08,1,0,0,0,1,1,3,2,0
"YHL036W",3,2,4,24,19,30,0,2,2,6,3,3
"YHR100C",7,1,5,6.25,2,2,8,10,2,4,9,7
"YHR105W",0,1,2,1,0,0,8,1,2,2,0,3
"YHR056C",23.17,22,22,23,12,10,20.61,24.61,23.5,14.5,26,30
"YHR135C",23.83,35,33,19,14,21,30,31,26,36,38,33.5
"YHR180W",2,3,1,4,1,2,0,1,0,1,2,2
"YHR086W",8,4.25,10,4,7,6,12,10,12,7.5,6,13
"YHR146W",13,9,17,17,18,28,23,19,18,36,24,16.33
"YHR195W",12,4.25,15,11,6,5,8,9,9,14,20.25,18
"YHR119W",18,26,25,14,12.5,7,25,29,27,37,33,32
"YHR033W",2,6,11,1,2,8,8,7,2,7,9,7
"YHR024C",25.25,19,16.75,11,1,5.25,32,24,15.2,24,32,27.25
"YHL043W",1,1,3,0,1,0,1,0,1,2,0,2
"YHL039W",20,14,17,4,7,5,11,21,16,18,29,13
"YHR059W",6,5,2,1,0,1,7,3,2,7,3,6
"YHL048C-A",0,0,0,0,1,0,0,0,0,0,0,0
"YHR026W",24,25,14,0,4,4,27,28.17,23,24,31,25.5
"YHR160C",0,5,1,11,2,5,3,1,4.08,1,2,2.1
"YHR085W",5,14,9,1,3,0,6,10,9,8,9,8
"YHR113W",19,13,14,10,2,7,18,16,14,17,17,16
"YHR175W",3,3,3,0,2,0,5,3,4,7,6,4
"YHR148W",9,13,15,2,0,2,12,10,9,7,13,19
"YHR208W",128,117,131,26,18,18,89,122,92.5,148,158,174
"YHR001W",9,8,18,4,7,1,7,5,13,10,15.5,11
"YHR131C",15,16,9.5,15,5,6,6,13,11,14,11,9.5
"YHR049C-A",4,5,6,2,4,1,3,1,5,3,7,6
"YHR086W-A",0,0,0,0,0,0,0,0,0,0,1,0
"YHR141C",90,91,108,6,7,4,108.5,107.5,87,119.5,117.25,129.5
"YHR170W",39.75,27,45,7,3,1,38,53,41,39.5,64.75,77
"YHL021C",17,18,18,75,64,81,14,21,14,15,14,12
"YHR078W",22.5,23.5,22,21,8,13,18,8,16,16,24,19
"YHR007C-A",2,5,2,1,1,2,3,1,2,1,1,2
"YHL044W",5,1,3,2,2,0,1,5,2,0,1,2
"YHR214W-A",2.5,1.5,0,3.25,1.25,4.5,0.5,2.75,2.5,3.75,1.5,2.5
"YHR161C",14,17,13,21,10,17,13,12,9,12,20,17
"YHR074W",24,25,21,13,3,6,27,37,30.5,34,33,36
"YHR164C",24,18.5,17,14,14,13,18,21,10,24,16,20
"YHL006W-A",0.5,2,3.5,1,0.33,0.5,2.5,1,3,4,4.5,4
"YHR204W",22.25,15,16,7,4,5,18,28,19,12,24,21
"YHL002C-A",3,2.5,2.5,1.5,0.5,0.5,2,1.5,0.5,3,0.5,2
"YHL030W-A",1.5,1,4,0,1.5,0,2,1,2.5,1,3,2.5
"tF(GAA)H2",1.23,0.98,0.81,0.33,0.5,0.33,0.17,0.79,0,1.17,1.14,1.08
"YHR163W",26,31,27,4,3,4,33,24,27,27,23,35
"YHL046C",0.28,0,0.5,1.2,0.12,0.25,0,0,0.45,0.11,0,0.1
"YHR056W-A",0.17,1,0.5,0,0,0,2.61,1.61,1,1,1.5,2.5
"YHL004W",19,15,23.5,3,5,2,15,18.5,13,17,17.5,16
"YHL009C",7,4,6,5,2,1,4,6,4,3,5,3
"YHR138C",8,8,5,16,13,15,6,4,1,5,3,3
"YHR166C",4,6,10,0,2,3,5,6,8,4,5,9
"YHR151C",5,8,2,2,5,2,8,9,11,9,10.25,6.33
"YHL014C",6,5,5,0,2,2,3,4,2,6,4,4
"YHR021C",106,99,101,12,7,4,88,111.5,89,119,127,130
"YHR198C",10,8,7,6,2,3,4,9,3,10,5,5
"YHL034C",36,35,35.5,8.17,3.5,2.5,41.83,45.5,38,48.83,40.83,55
"YHR124W",6,4,5,2,0,1.25,3,8,6,2,6,8.06
"YHR011W",3,2,3,0,1,1,9,6,6,8,8,8
"YHR096C",7,2,5.5,50,29.5,44,3,5,2.5,2.5,1.5,3
"YHR185C",0,0,0,0,0,0,0,0,0,1,0,0
"YHR190W",57,60,48,29,23,30,43,55,42,50,42,50.5
"YHR075C",3,2,5.5,1.5,0,2,2,4,3,1,4.33,2.05
"YHR117W",24.06,23,26,8,12,9,23.25,18,24,28,36.5,23
"YHR109W",9,6,5,1,2,2,5,5,4,3,6,11
"YHR207C",10,8,10,14,2,11,8,13,12,9,12,13
"YHR132W-A",4,3,7,3,1,2,0,3,3,6,10,4
"YHR015W",7,7,6,1,2,3,3,4,3,4,2,3
"YHL015W",148,142,138,16,19,12,188,194,156,196,215,214
"YHR090C",3.08,2.17,4,3,0.5,1.25,3.25,8,7.5,4.5,4.1,3.25
"YHR189W",1.06,2,2,1,2,0,0.17,2,0,1,1,0
"YHR001W-A",8,6,4,7,5,4,7,10,6,7,7,5
"YHR070C-A",4.5,3,2.5,2,1.5,0,4,3.5,2,2.5,2,2
"YHR108W",42,26,30,13,15,17,37,46,37,36,36,50.56
"YHR006W",12,13,17,14,10,9,16,24,16,25,27,19
"YHR147C",6,5,7,6,0,3,4,11,10,13,12,8
"YHR180W-A",0,0.33,0,0,0,0,0,0.33,0,0,0,0.17
"YHR092C",75.5,66,83.5,106.5,73,67.58,35,34.5,28.75,38.75,35.5,50
"YHR080C",30,23,25,29.23,21,17,13,27,17,25,27,26
"YHL045W",0,0,0,0,1,1,0,0,0,0,0,0
"YHR022C",5.5,6,4,6.5,1,1,0,0,1,4,0.5,1.5
"YHL027W",16,18,22,4,4,4,23,17,19,15,24,23
"YHL003C",22,11.25,9.25,0,1,1,20.25,14,15,22.25,23,19
"YHR070W",13,12.5,14,1.75,2.5,2.5,14,15.5,15.5,9,19.5,13
"YHR150W",3,2,3,2.25,3,2,7,5,9,3,5,5
"YHR133C",8,12,13,3,2,5,12,9,10,15,15,14
"YHR215W",29.12,23.67,31.17,4.67,2.5,4.5,17.17,23,14,20.17,21.83,21.94
"YHL020C",9,10,6,5,1,4,4,8,8,7,13,3
"YHR101C",5,6,3,2,1,3,1,1,3,2,1,6
"YHR046C",11,11,12,3,1,5,11,13,7,8,15,16
"YHR095W",0.06,0,0,1,0,0,0,0,0,1,0,0
"YHR182W",5,13,14,7,6,4,9,9,14,9,21,12.1
"YHR098C",58,56,49,30.25,32,24,46,66,41,48,56,66.1
"YHR145C",0.6,0.51,0.37,0.16,1,0.61,0.35,0.51,0.14,0.44,0.06,0.4
"YHR120W",13,7,13,5,7,2,19,16,10,22,15,20.17
"YHL030W",43,49.5,55,16,18.25,11.25,50.67,51.25,46.2,45.5,67.25,59
"tV(CAC)H",7.5,6,7.67,6.17,5.33,6.33,6.67,6.5,3.5,3.5,5.5,7
"YHR051W",23,19,22,25,21,17,16,13,21,14,17,13.17
"YHR130C",0,1,0,2,0,1,0,2,0,0,0,1
"YHR149C",7,7,8,3,7,8,19.25,26,20,20,18,20
"YHR127W",1,1,6,0,0,3,2,5,5,9,9,5
"YHR194W",5.06,3.5,4.5,2.17,4.5,8.5,6.67,6,6,8.5,5.5,6.25
"YHR213W-A",0.33,0.5,0,0,0.5,0,0,1,0.5,0.5,0.5,1.5
"YHR032C-A",0.5,0.5,0,0,0.5,0,2,1.5,0,0,1.5,1
"YHR203C",231,237,257,24.5,17,9,260,267,228.5,257.5,288,275.5
"YHR168W",2,7,6,4,3,0,6,5,4,6,9,6
"YHR167W",1,2,3,0,1,2,5,8,4,3,8,2
"YHR050W",9,9,13,4,3,3,14,22,12,11,17,12
"YHR112C",8,11,15,23,17,15,14,16,11,9,12,7
"YHR027C",85,102,97.08,41,30,37,116,92,111,117,124,113.5
"YHR214C-E",0.5,0,0,0,0,0,0,0,1,0,0,0
"YHR214W",3,4.5,1,5.5,4,2,2,1.12,1,4.5,1.5,3.5
"YHR188C",37,38,40,30,19,13,28,49,38,23,29,36
"YHL023C",20,22,14,15,4.5,13,16,31,18,24,20,18
"YHR099W",152.75,143.2,154.62,34.07,24.67,27,213.5,219,200,179.33,262,248.5
"YHR196W",26,32,25,3,0,5,28,31,21,35,52.5,47.06
"YHR177W",0,2,3,2,8,3,4,3,2,3,2,3
"YHR174W",1586.14,1619.5,1700.8,401.17,267.5,295.75,1404.94,1520.94,1270.5,1642.5,1956.75,1854.83
"YHR199C-A",0,0,2,1,1,0,0,0,0,0,2,1.5
"YHR034C",3,3,3,3,6,4,8,3,5,4,4,1
"YHR179W",140,100,145,147,121,112,106,113,87,123,138,143
"YHR014W",1,4,0,2,2,1,1,0,2,1,1,2
"YHR171W",3,1,1,6,4,4,3,1,5,5,6,6
"tF(GAA)H1",1.23,0.98,0.81,0.33,0.5,0.33,2.17,0.79,0,1.17,1.14,2.08
"YHR121W",18,13,16,5,3,7,13,10,9,9,16,14
"YHR116W",2,3,3,0,0,2,3,3,0,3,2,3
"YHR087W",6,5,3,60,50,48,5,10,5,2,8,9
"YHR176W",3,1,1,4,1,2,2,5,3,3,4,2
"YHR173C",1,0,0,0,0,1,1.5,1,0,0,3,1
"YHL010C",8,5,6,10,3,7,7,1,7,8,13,12
"YHR102W",21,24,34,30.12,22.5,24.75,27,23,26,20,37,31
"YHR063C",22,16,18,3,1,6,9,30,14,14,24,20
"YHR050W-A",1,0,0,1,0,0,0,1,0,0,0,2
"YHR137C-A",3.5,3.5,1,2,0.5,1.5,1.5,5,1,2,2.5,3
"YHL017W",12,8,20,6,7,7,20,16,13,16,18,22
"YHL035C",21,23,22,84,74,77,23,23,24,23,28,17
"YHR043C",13.5,8.5,9,7.5,7.5,4,3,9.5,5.5,3,5.5,4
"YHR115C",14,12,23,4,9,9,17,21,18,20,21.05,21
"YHL007C",48.5,25,30.5,13,10.33,13.5,36.5,52,32,43,57.5,64
"YHR018C",22,36,38,31,25,29,37,26,17,26,26,23
"YHR076W",7,5,10,8,2,2,11,9,9,10,10,7
"YHL019C",3,6.5,7.5,8.4,3,3,8.5,8,9,6,10.5,4
"YHR061C",3,2,2,2,1,0,6,5,3.25,3,3,6
"tV(AAC)H",0,0,0,0.11,0.5,0,0,0,0,0,0,0
"snR32",136.5,150,146,160,123,106.75,114.5,129,118,113,120,111
"YHR068W",35,33,27,7,7,10,25,41,28,33,54,43
"YHR218W-A",0.55,0.6,0,0.1,0,0.35,0.65,0.45,0.3,0.6,0.6,0.45
"YHR037W",31,27,13,22,16,16,15,28,22,11,23,17
"YHR012W",17,19,4,4,1,1,5,8,5,7,14.5,11
"YHR144C",6,3,3,2,0,0,3,6,4,10,8,12
"YHR077C",29.61,30.17,36,11,6,12,30,26,26,32,34,33.5
"YHR156C",5,5,8,8,5,5,2,7,6,1,10,2
